property_type,address,city,state,zip_code,price,beds,baths,area,lot_size,year_built,hoa_month
Single Family Residential,323 Pleasant St,Ithaca,NY,14850,448000,3,2.5,1685,0.13000459136822773,1860,
Single Family Residential,514 Hector St,Ithaca,NY,14850,370000,3,2.5,1411,0.36999540863177227,1930,
Single Family Residential,113 Homestead Rd,Ithaca,NY,14850,406597,3,2.5,2548,0.3,1960,
Single Family Residential,74 Fishkill Rd,Newfield,NY,14867,118500,2,2,924,4,1981,
Multi-Family (2-4 Unit),409 E Buffalo St St,Ithaca,NY,14850,180000,,,4390,0.35,1890,
Single Family Residential,325 N Plain St St,Ithaca,NY,14850,150000,2,1,1064,0.02878787878787879,2022,
Single Family Residential,1070 Teeter Rd,Enfield,NY,14850,170000,4,1,1472,11.319995408631772,1860,
Single Family Residential,619 Comfort Rd,Danby,NY,14850,406500,2,1,1440,10.6,1984,
Multi-Family (2-4 Unit),209 Eddy St,Ithaca,NY,14850,670000,,,2828,0.15151515151515152,1900,
Multi-Family (2-4 Unit),509 S Aurora St,Ithaca,NY,14850,505000,,,2752,0.1147842056932966,1890,
Single Family Residential,1301 Elmira Rd,Newfield,NY,14867,295000,3,1.5,1486,4.610009182736455,1961,
Single Family Residential,1176 Trumbulls Corners Rd,Newfield,NY,14867,339900,4,2,2032,3.9399908172635447,1982,
Single Family Residential,104 Valley Rd,Ithaca,NY,14850,352500,2,2,1430,0.22536730945821856,1950,
Single Family Residential,1431 Danby Rd,Danby,NY,14850,269000,3,2,1508,0.6100091827364554,1955,
Single Family Residential,116 Drew Rd,Ithaca,NY,14850,200000,2,1,946,2.019995408631772,1988,
Single Family Residential,108 Bridge St,Ithaca,NY,14850,375000,4,3,2484,0.5199954086317723,1930,
Single Family Residential,331 W Court St St,Ithaca,NY,14850,177000,3,1.5,1254,0.04924242424242424,2002,
Single Family Residential,321 N Plain St St,Ithaca,NY,14850,172000,3,1.5,1254,0.03976124885215794,2022,
Single Family Residential,23 Saunders Rd,Ithaca,NY,14850,462500,3,3,2178,0.5100091827364555,2003,
Single Family Residential,1341 Mecklenburg Rd,Ithaca,NY,14850,653000,4,4,2544,8.030004591368227,1999,
Single Family Residential,511 S Plain St St,Ithaca,NY,14850,155000,2,1.5,1150,0.067722681359045,2022,
Single Family Residential,214 Floral Ave,Ithaca,NY,14850,130000,2,1,964,0.16391184573002754,1920,
Single Family Residential,2475 Mecklenburg Rd,Enfield,NY,14886,314000,4,2,1836,2.2,1950,
Single Family Residential,222 Ridgedale Rd,Ithaca,NY,14850,436000,3,1,1523,0.15,1939,
Single Family Residential,210 S Albany St,Ithaca,NY,14850,287000,3,1.5,1256,0.06893939393939394,1836,
Single Family Residential,607 Cliff St,Ithaca,NY,14850,242000,3,1,1334,0.15,1910,
Single Family Residential,327 N Plain St St,Ithaca,NY,14850,150000,2,1,1064,0.02878787878787879,2022,
Single Family Residential,67 Whitetail Dr,Ithaca,NY,14850,405000,3,2.5,1495,0.11000918273645546,1988,360
Single Family Residential,730 Bostwick Rd,Enfield,NY,14850,350000,5,3,3080,2.5,1830,
Single Family Residential,421 W Buffalo St,Ithaca,NY,14850,281500,3,2.5,1904,0.13333333333333333,1860,
Single Family Residential,119 Protts Hill Rd,Newfield,NY,14867,195000,2,1,1470,1.2100091827364554,1950,
Single Family Residential,243 Lampila Rd,Newfield,NY,14867,74000,3,1,1250,6.719995408631772,1860,
Single Family Residential,36 Shaffer Rd Rd,Newfield,NY,14867,170000,4,1,1704,1.0899908172635446,1855,
Single Family Residential,101 Gussie St. St,Ithaca,NY,14850,58500,2,1.5,980,0.01999540863177227,1983,
Single Family Residential,101 Cox Rd,Newfield,NY,14867,48000,3,2,1792,13.310009182736456,1985,
Single Family Residential,445 Main St,Newfield,NY,14867,274900,3,2,1503,0.5899908172635445,1962,
Multi-Family (5+ Unit),105 N Quarry St,Ithaca,NY,14850,1175000,,,5351,0.19398530762167127,1975,
Single Family Residential,311 Walnut St,Ithaca,NY,14850,452500,3,2.5,1770,0.11000918273645546,2014,100
Single Family Residential,15 Cornell St,Ithaca,NY,14850,388500,3,1.5,1768,,1950,
Multi-Family (2-4 Unit),205 E Yates St,Ithaca,NY,14850,305000,,,1984,0.06000918273645546,1910,
Single Family Residential,214 Dey St,Ithaca,NY,14850,310000,3,1.5,1206,0.11999540863177227,1891,
Single Family Residential,1388 Mecklenburg Rd,Ithaca,NY,14850,135000,4,3,2696,4.730004591368227,1970,
Single Family Residential,1414 Mecklenburg Rd,Ithaca,NY,14850,135000,3,1,2192,1.05,1962,
Single Family Residential,1311 Elmira Rd,Newfield,NY,14867,170000,3,1,1385,0.6199954086317723,1950,
Multi-Family (2-4 Unit),411 W Buffalo St,Ithaca,NY,14850,225000,3,3,2128,0.09393939393939393,1860,
Single Family Residential,211 Delaware Ave,Ithaca,NY,14850,180500,3,1,1044,0.16191460055096418,1958,
Single Family Residential,219 Ridgedale Rd,Ithaca,NY,14850,480000,3,1.5,2440,0.15,1910,
Single Family Residential,3 Hackberry Ln,Ithaca,NY,14850,397500,3,2.5,1860,0.7600091827364555,1989,
Single Family Residential,38 W Enfield Center Rd,Enfield,NY,14850,50000,2,1,768,9.039990817263545,1954,
Single Family Residential,81 Bald Hill Rd,Danby,NY,14850,160000,4,2,2080,1.9300045913682278,1972,
Single Family Residential,136 Compton Rd,Ithaca,NY,14850,160000,3,1,1674,2.2600091827364555,1985,
Multi-Family (2-4 Unit),410 S Aurora St,Ithaca,NY,14850,350000,6,2,2232,0.11639118457300275,1900,
Single Family Residential,605 Cascadilla St,Ithaca,NY,14850,295500,3,1.5,2390,0.13000459136822773,1939,
Single Family Residential,144 Ridgecrest Rd,Ithaca,NY,14850,285000,4,2,1890,0.6887052341597796,1950,
Single Family Residential,718 Cliff St,Ithaca,NY,14850,305000,3,1,1332,0.13314967860422405,1910,
Single Family Residential,308 Coddington Rd,Ithaca,NY,14850,242500,3,2,1688,0.3399908172635445,1920,
Single Family Residential,132 Horton Rd,Newfield,NY,14867,240000,3,1.5,1504,3.9899908172635445,1971,
Single Family Residential,720 N Aurora St,Ithaca,NY,14850,314000,3,1.5,1408,0.06313131313131314,1890,
Single Family Residential,116 Sheffield Rd,Enfield,NY,14850,173750,4,2,1568,1.3699954086317723,1994,
Single Family Residential,102 Fieldstone Ln,Danby,NY,14850,354856,3,2.5,2740,1.3199954086317722,2003,
Single Family Residential,16 Shudaben Rd,Enfield,NY,14850,234060,3,2,1568,2.4399908172635447,1996,
Single Family Residential,88 Bank St,Newfield,NY,14867,275000,3,1,2076,1.2300045913682278,1959,
Single Family Residential,210 Nelson Rd,Danby,NY,14850,305000,5,2,2346,3.7399908172635445,1985,
Single Family Residential,10 Whitetail Dr,Ithaca,NY,14850,200000,2,2,1190,0.1,1987,330
Single Family Residential,2037 Danby Road Rd,Danby,NY,14850,135000,3,2,1536,3,1985,
Single Family Residential,109 Pine Tree Rd,Ithaca-town,NY,14850,385000,4,2.5,1810,1.3300045913682277,1964,
Single Family Residential,603 Durfee Hl Rd,Ithaca Ny,NY,14850,605000,3,2,3065,47.85,1990,
Mobile/Manufactured Home,225 Creamery Rd,Brooktondale,NY,14817,55250,,,672,0.8199954086317722,1966,
Single Family Residential,921 Snyder Hill Rd,Dryden,NY,14850,561000,2,2,2520,4.229981634527089,1991,
Single Family Residential,90 Marsh Rd,Danby,NY,14850,367200,2,1,1312,0.6199954086317723,1965,
Single Family Residential,1984 Ellis Hollow Rd,Caroline,NY,14850,445000,6,3,2793,0.6899908172635445,1960,
Single Family Residential,26 Woodland Way,Lansing,NY,14850,566000,3,2.5,3927,0.13000459136822773,2023,240
Single Family Residential,422 Troy Rd,Ithaca,NY,14850,260000,3,2.5,3091,1.4600091827364554,1991,
Single Family Residential,65 Midline Rd,Slaterville Springs,NY,14881,262500,2,2,1220,1.4100091827364554,1996,
Single Family Residential,955 Coddington Rd,Ithaca-town,NY,14850,540000,4,3.5,2858,15.039990817263545,1978,
Single Family Residential,1163 76 Rd,Berkshire,NY,13736,625000,3,1,934,10.85,1900,
Single Family Residential,312 Downey Rd,Caroline,NY,14817,575000,4,2,2715,60.389990817263545,1990,
Single Family Residential,644 Troy Rd,Danby,NY,14850,275000,4,2,1812,1,1991,
Single Family Residential,127 Marsh Rd,Ithaca,NY,14850,530000,3,2,2100,6,2004,
Single Family Residential,275 Burns Rd,Ithaca,NY,14850,308750,4,2.5,1560,2.080004591368228,1975,
Single Family Residential,3319 Slaterville Rd,Caroline,NY,14817,230000,3,1.5,1504,0.7699954086317723,1880,
Single Family Residential,30 Besemer Rd,Caroline,NY,14850,275000,3,1,1775,1.5,1956,
Single Family Residential,326 Snyder Hill Rd,Dryden,NY,14850,347500,4,3,1344,1.0699954086317722,1984,
Single Family Residential,217 Peter Rd,Willseyville,NY,13864,399900,3,2.5,1804,38.41999540863177,1972,
Single Family Residential,100 Durfee Hill Rd,Danby,NY,14850,350700,2,1,1488,7.219995408631772,1985,
Single Family Residential,41 Six Hundred Rd,Caroline,NY,14817,182000,2,1,1280,2.2,1939,
Single Family Residential,86 Penny Ln,Ithaca,NY,14850,285000,2,1.5,1230,0.03999081726354454,1986,285
Single Family Residential,1605 Ellis Hollow Rd,Dryden,NY,14850,541000,4,3,2577,1.4600091827364554,1967,
Single Family Residential,2851 Slaterville Rd Rd,Caroline,NY,14817,285000,3,2,2311,1.2699954086317722,1965,
Single Family Residential,484 Harford Rd,Caroline,NY,14817,32001,2,1,640,0.95,1940,
Single Family Residential,21 Penny Ln,Ithaca,NY,14850,215000,2,1,864,0.01999540863177227,1983,285
Single Family Residential,6 Nottingham Dr,Dryden,NY,14850,355000,3,2.5,1944,1.7399908172635445,1972,
Single Family Residential,185 Midline Rd,Caroline,NY,14881,329500,4,1.5,2073,4.480004591368227,1848,
Other,374 Snyder Hill Rd,Ithaca,NY,14850,260000,1,1,556,3.7800045913682276,1928,
Single Family Residential,1762 Slaterville Rd,Dryden,NY,14850,259000,3,2,1378,0.5199954086317723,1949,
Single Family Residential,345 Curtis Road Rd,Danby,NY,14850,300000,3,2,1412,10.4,1994,
Single Family Residential,71 Brooktondale Rd,Ithaca,NY,14850,350000,4,2,2170,8.1,1955,
Single Family Residential,107 Updike Rd,Ithaca,NY,14850,308000,4,1.5,1723,3.4300045913682276,1935,
Multi-Family (2-4 Unit),14 Makarainen Rd,Danby,NY,14850,339000,5,3,2240,2,2017,
Single Family Residential,369 Troy Rd,Ithaca,NY,14850,330000,5,2,2000,1.25,1971,
Single Family Residential,956 Snyder Hill Rd,Dryden,NY,14850,550000,3,2,1750,3.6300045913682277,1958,
Single Family Residential,122 Pine Tree Rd,Ithaca,NY,14850,455000,4,2.5,2294,1,1962,
Single Family Residential,401 Brooktondale Rd,Caroline,NY,14817,328000,4,2.5,2269,0.31000918273645545,1885,
Single Family Residential,2722 Slaterville Rd,Caroline,NY,14817,219050,3,2,1771,0.3600091827364555,1855,
Single Family Residential,1 Deer Run Rd,Dryden,NY,14850,515000,4,2.5,2304,1.2899908172635446,1971,
Single Family Residential,489 Midline Rd,Dryden,NY,,325000,4,2,1416,1.05,1991,
Single Family Residential,1920 Slaterville Rd,Dryden,NY,14850,275000,4,3,3630,1.9600091827364554,1971,
Single Family Residential,1933 Slaterville Rd,Ithaca,NY,14850,45000,1,1,744,1.85,1951,
Single Family Residential,39 Besemer Rd,Caroline,NY,14850,315000,4,2,1771,0.6100091827364554,1975,
Single Family Residential,112 Southwoods Dr,Ithaca,NY,14850,740000,4,3.5,3467,0.7899908172635446,2007,
Single Family Residential,25 German Cross Rd,Dryden,NY,14850,190000,3,2,1680,1.6899908172635445,1987,
Townhouse,53A Lois Ln,Ithaca,NY,14850,363000,2,1.5,1232,0.03000459136822773,1985,
Single Family Residential,15 Nottingham Dr,Ithaca,NY,14850,550000,3,2,2898,25.119995408631773,1982,
Single Family Residential,2117 Danby Rd,Danby,NY,13864,180000,2,1,1580,1.7399908172635445,1860,
Single Family Residential,1640 Slaterville Rd,Ithaca,NY,14850,335000,3,1.5,1804,0.9,1970,
Single Family Residential,424 Thomas Rd,Dryden,NY,14850,459000,3,3,2300,6.919995408631772,1979,
Single Family Residential,53 Lois Ln,Ithaca,NY,14850,363000,2,1.5,1232,0.03000459136822773,1985,285
Single Family Residential,53 Lois Ln Unit A,Ithaca,NY,14850,363000,2,1.5,1232,0.03000459136822773,1985,285
Single Family Residential,52 German Cross Rd,Dryden,NY,14850,308000,2,2,768,1.1800045913682278,2005,
Single Family Residential,104 Peter Rd,Danby,NY,13864,199500,1,1,775,2.519995408631772,1995,
Single Family Residential,30 Ridgeway Rd,Brooktondale,NY,14817,443000,2,1,910,1.0899908172635446,1993,
Single Family Residential,1875 Ellis Hollow Rd,Dryden,NY,14850,555000,4,2.5,2654,1.3300045913682277,2005,
Single Family Residential,1312 Coddington Rd,Danby,NY,14817,132000,3,2,1792,4.839990817263544,1996,
Single Family Residential,23 Deerfield Ln,Caroline,NY,14850,340000,3,1,1864,1.3600091827364555,1976,
Single Family Residential,578 Valley Rd,Caroline,NY,14817,342000,3,1.5,2092,0.23000459136822773,1850,
Single Family Residential,231 Harford Rd,Caroline,NY,14817,282000,4,2.5,2266,0.41999540863177226,1960,
Single Family Residential,579 Snyder Hill Rd,Ithaca,NY,14850,370000,3,2,1346,21.639990817263545,2008,
Single Family Residential,630 Snyder Hill Rd,Dryden,NY,14850,726000,6,3.5,3736,3.3699954086317723,1875,
Single Family Residential,2 South Danby Rd,Danby,NY,13864,75000,3,1,1456,0.9199954086317723,1960,
Single Family Residential,1278 Coddington Rd,Danby,NY,14817,280000,4,3,2055,2.3100091827364553,1973,
Single Family Residential,46 Penny Ln,Ithaca,NY,14850,213270,1,1,950,,1985,285
Single Family Residential,44 Brooktree Ln,Dryden,NY,14850,530000,4,3,2551,1.5399908172635446,2003,
Single Family Residential,207 Eastern Heights Dr,Ithaca,NY,14850,315000,3,2,1350,0.3443526170798898,2015,
Single Family Residential,610 E Miller Rd,Danby,NY,14850,1312630,3,2.5,2800,33.61999540863177,2006,
Single Family Residential,12 Tobeytown Rd,Brooktondale,NY,14817,185650,3,2,1344,1.1600091827364554,1994,
Single Family Residential,175 Snyder Hill Rd. Rd,Ithaca,NY,14850,315000,5,2,2138,0.35,1970,
Single Family Residential,117 Terrace View Dr,Ithaca,NY,14850,360000,4,2.5,2158,0.2,1986,
Single Family Residential,97 Penny Ln,Ithaca,NY,14850,297000,2,1.5,1232,0.15,1986,285
Single Family Residential,313 Old Gorge Rd,Ithaca,NY,14850,865000,4,4,6765,1.1699954086317723,2005,
Single Family Residential,53 McGrath Rd,Berkshire,NY,13736,182000,2,1,672,68.4,2004,
Single Family Residential,740 East Miller Rd,Danby,NY,14817,527050,3,3,2771,10.580004591368228,2002,
Single Family Residential,304 Blackman Hill Rd,Caroline,NY,13736,565000,2,4,1155,161.95,1998,
Mobile/Manufactured Home,195 76 Rd,Brooktondale,NY,14817,110000,,,1792,89.91999540863178,2003,
Single Family Residential,Tallow Hill Rd,Spencer,NY,14883,230000,1,1,478,50,2021,
Single Family Residential,111 Vanwoert Rd,Danby,NY,14883,460000,4,3,3200,50.65,1990,
Single Family Residential,266 Blackman Hill Rd,Berkshire,NY,13736,180000,2,1,750,102.31999540863177,1992,
Single Family Residential,128 Westview Lane Ln,Ithaca,NY,14850,255000,2,2,1247,0.18999081726354453,1988,
Single Family Residential,286 Midline Rd,Freeville,NY,13068,235000,4,3,2158,13.789990817263545,1800,
Single Family Residential,1932 Slaterville Rd,Ithaca,NY,14850,175000,4,1.5,1666,1.0399908172635446,1860,
Single Family Residential,30 Penny Ln,Ithaca,NY,14850,196000,2,1,864,0.01999540863177227,1983,270
Single Family Residential,2132 Ellis Hollow Rd,Caroline,NY,14850,195000,2,1,1056,1.8,1995,
Single Family Residential,1581 Slaterville Rd,Ithaca,NY,14850,420000,3,2,1999,1.9,1930,
Single Family Residential,1871 Ellis Hollow Rd,Dryden,NY,14850,360000,3,2,1432,1.3300045913682277,2005,
Single Family Residential,1893 Ellis Hollow Rd,Dryden,NY,14850,489000,4,2.5,2864,1.4800045913682278,2009,
Single Family Residential,4 Deerfield Ln,Caroline,NY,14850,196000,3,1,1008,0.7899908172635446,1976,
Single Family Residential,108 S Danby Rd,Danby,NY,13864,279000,3,2,1800,6.0100091827364555,1988,
Single Family Residential,64 South Knoll Dr,Dryden,NY,13053,315000,3,2.5,3072,1.0100091827364555,1975,
Single Family Residential,176 Southworth Rd,Dryden,NY,13053,115000,3,1,1440,9.55,1975,
Single Family Residential,410 Warren Rd,Ithaca-town,NY,14850,270000,3,1,972,0.6800045913682278,1960,
Single Family Residential,1203 N Cayuga St,Ithaca-city,NY,14850,285000,3,1,960,0.05169880624426079,1915,
Single Family Residential,101 Thurston Ave,Ithaca,NY,14850,285000,3,1,1067,0.28000459136822775,1911,
Single Family Residential,236 Forest Home Dr,Ithaca,NY,14850,460000,4,1.5,1734,0.9300045913682278,1900,
Single Family Residential,382 The Pkwy,Ithaca-town,NY,14850,445000,4,3,2390,0.2799816345270891,1970,
Single Family Residential,106 Sheldon Rd,Ithaca,NY,14850,525000,3,2,2725,0.41999540863177226,1957,
Single Family Residential,115 Northway Rd,Ithaca-town,NY,14850,515000,4,2,2544,0.5800045913682277,1937,
Single Family Residential,216 Fall Creek Dr,Ithaca,NY,14850,667500,6,5,3202,0.2699954086317723,1902,
Single Family Residential,107 N Sunset Dr,Ithaca,NY,14850,486000,3,2,1730,0.8199954086317722,1960,
Single Family Residential,208 Kline Rd,Ithaca,NY,14850,1100000,6,3.5,4295,1.75,1870,
Multi-Family (2-4 Unit),103 E York St,Ithaca,NY,14850,350000,3,3,2464,0.1147842056932966,1900,
Multi-Family (2-4 Unit),126 Judd Falls Rd Unit A,Ithaca,NY,14850,740000,3,2,1990,0.3319559228650138,1910,
Single Family Residential,126 Judd Falls Rd,Ithaca,NY,14850,740000,4,3,2794,0.3320018365472911,1910,
Single Family Residential,115 N Sunset Dr,Ithaca,NY,14850,425000,4,3,2288,1.1100091827364555,1960,
Single Family Residential,104 Salem Dr,Ithaca,NY,14850,420000,5,2.5,1892,0.35,1964,
Single Family Residential,112 North Sunset Dr,Ithaca,NY,14850,500000,4,2.5,2570,0.6600091827364555,1955,
Multi-Family (2-4 Unit),101 Brook Ln,Ithaca,NY,14850,550000,4,3,2019,0.28000459136822775,1933,
Single Family Residential,415 Hanshaw Rd,Ithaca,NY,14850,785000,5,4.5,3505,0.75,1934,
Single Family Residential,310 Iroquois Rd,Ithaca,NY,14850,670000,4,3.5,2160,0.5528007346189164,1968,
Single Family Residential,1205 Hanshaw Rd,Ithaca,NY,14850,487900,3,3,2493,0.3399908172635445,1961,
Single Family Residential,3 Renwick Dr,Ithaca,NY,14850,438000,3,1.5,1351,0.5600091827364555,1940,
Single Family Residential,109 Northway Rd,Ithaca,NY,14850,818000,4,3,2790,0.4800045913682277,1940,
Single Family Residential,1110 N Cayuga St,Ithaca,NY,14850,425000,4,1.5,1514,0.15094123048668504,1900,
Single Family Residential,205 Thurston Ave,Ithaca,NY,14850,625500,5,2.5,2436,0.5100091827364555,1922,
Single Family Residential,313 Warren Rd,Ithaca,NY,14850,499000,3,2.5,2008,1.2,1935,
Multi-Family (2-4 Unit),124 Crest Ln,Ithaca,NY,14850,430000,4,2,2304,0.5899908172635445,1985,
Multi-Family (2-4 Unit),883 Taughannock Blvd,Ithaca,NY,14850,890000,4,2.5,2464,0.28999081726354453,1998,
Single Family Residential,2 Pleasant Grove Ln,Ithaca,NY,14850,630000,5,3.5,3104,0.9399908172635445,1980,
Single Family Residential,1201 Trumansburg Rd,Ithaca,NY,14850,385000,3,2,1364,0.46000918273645547,1931,
Single Family Residential,126 Homestead Cir,Ithaca,NY,14850,715666,5,2.5,2812,0.9899908172635445,1967,
Single Family Residential,519 Highland Rd,Ithaca,NY,14850,1562500,3,3,3382,1.0600091827364555,2008,
Single Family Residential,109 Roat St,Ithaca,NY,14850,305000,3,2,1188,0.6100091827364554,1955,
Single Family Residential,116 W Falls St,Ithaca,NY,14850,312000,2,2.5,1376,0.1147842056932966,1950,
Single Family Residential,1129 Trumansburg Rd,Ithaca,NY,14850,260000,3,1.5,1537,,1935,
Single Family Residential,125 N Sunset Dr,Ithaca,NY,14850,325000,3,1,897,0.23000459136822773,1966,
Single Family Residential,419 Cayuga Heights Rd,Ithaca,NY,14850,650000,4,2.5,2495,0.5785123966942148,1920,
Single Family Residential,320 E Upland Rd,Ithaca,NY,14850,505000,4,4,3014,0.9,1975,
Single Family Residential,145 Oakwood Ln,Ithaca,NY,14850,495000,4,3,2280,0.5800045913682277,1979,
Single Family Residential,502 The Parkway Pkwy,Ithaca,NY,14850,386000,3,1.5,1276,0.5199954086317723,1954,
Multi-Family (2-4 Unit),835 Taughannock Blvd,Ithaca,NY,14850,620000,,,1814,0.28000459136822775,1940,
Multi-Family (2-4 Unit),521 Wyckoff Rd,Ithaca,NY,14850,405000,,,3300,0.35,1925,
Single Family Residential,939 East Shore Dr,Ithaca,NY,14850,199000,2,1,768,1.1300045913682277,1924,
Single Family Residential,108 Devon Rd,Ithaca,NY,14850,487407,3,3.5,2641,0.7399908172635445,1971,
